rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,date,year,month,week
118,spotify:track:3VT8hOC5vuDXBsHrR53WFh,Masked Wolf,Astronaut In The Ocean,Elektra (NEK),118,175,2,804213,2021-03-25,2021,03,4
119,spotify:track:67jvGGbJmOmVonlyX3mNkV,"Ozuna, KAROL G, Myke Towers",Caramelo - Remix,Aura Music Corp.,22,113,31,798945,2021-03-25,2021,03,4
120,spotify:track:1bRpSCFv6P2OUhciByeRYR,"Alex Rose, Rafa Pabön",Jangueo,Los Oidos Fresh/ Los Proximos,7,118,61,792751,2021-03-25,2021,03,4
121,spotify:track:7sQKy5vlPQllr0k9IjYJv3,"Arcangel, Sech, Dímelo Flow",Sigues Con El,Rimas Entertainment LLC.,3,122,67,786533,2021-03-25,2021,03,4
122,spotify:track:7IQB5Jkkf8bKW6BDdEu97N,"Cartel De Santa, Aleman, Millonario, Adan Cruz",TUY,"Babilonia Music, S.A. De C.V.",53,100,4,783430,2021-03-25,2021,03,4
123,spotify:track:2LXOSAYiSrTfIf8smheLaz,"MC Davo, Calibre 50",¿Quién Te Crees?,"Andaluz Music, LLC",123,-1,1,782208,2021-03-25,2021,03,4
124,spotify:track:1Wrzhfa5bNlqvsnCztz190,Hombres G,Devuélveme a mi chica,WM Spain,72,125,187,778269,2021-03-25,2021,03,4
125,spotify:track:57Ba26w9eoXx8BBUNgRNLV,"Super Yei, Jone Quest, Sammy, Myke Towers, Lenny Tavárez, Rafa Pabön",La Forma en Que Me Miras,"2020 Superiority | Powered by GLAD EMPIRE, LLC",86,155,56,773000,2021-03-25,2021,03,4
126,spotify:track:5Myb8S90Wg0yLec5kmrIGJ,"Los Ángeles Azules, Belinda, Lalo Ebratt, Horacio Palencia",Amor a Primera Vista,OCESA Seitrack,13,121,93,771590,2021-03-25,2021,03,4
127,spotify:track:38RIEav39FGi86jppxO0du,"Bad Bunny, Sech",Ignorantes,Rimas Entertainment LLC,2,123,58,765616,2021-03-25,2021,03,4
128,spotify:track:68mrW6gXHgupgSiDHgaDi5,"Nicky Jam, Myke Towers",Polvo,Sony Music Latin,78,142,18,760008,2021-03-25,2021,03,4
129,spotify:track:6Pur3hWy6Nzc27ilmsp5HA,Los Enanitos Verdes,Lamento Boliviano,EMI Latin,84,130,135,758742,2021-03-25,2021,03,4
130,spotify:track:2TzkIzgzIHhewMxyh1u4hh,Kevin Kaarl,Vámonos a Marte,Kevin Kaarl,130,156,16,758062,2021-03-25,2021,03,4
131,spotify:track:5stPVcRqb4qixbafP9e8lt,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola - Remix,Rich Music,10,126,70,755287,2021-03-25,2021,03,4
132,spotify:track:3jjujdWJ72nww5eGnfs2E7,Harry Styles,Adore You,Columbia,56,152,67,753761,2021-03-25,2021,03,4
133,spotify:track:54bFM56PmE4YLRnqpW6Tha,Billie Eilish,Therefore I Am,Darkroom/Interscope Records,56,133,19,750442,2021-03-25,2021,03,4
134,spotify:track:4ggabbjjuHrG06SsYnqvEs,Chayín Rubio,Ya Me Enteré,UMLE - Fonovisa,61,127,84,749711,2021-03-25,2021,03,4
135,spotify:track:0tKl8ZVM6xJkhznvJAS3Nq,Junior H,Ella,Rancho Humilde,120,137,62,746901,2021-03-25,2021,03,4
136,spotify:track:7A07Yu1dRND3RKDzbhKrDs,Intocable,Fuerte No Soy,Capitol Latin,97,132,41,742272,2021-03-25,2021,03,4
137,spotify:track:5GkeaIeCEfB0LOqk7sIVHQ,Los Elegantes de Jerez,Tú,LE Music,134,138,21,742185,2021-03-25,2021,03,4
138,spotify:track:7I8L3vYCLThw2FDrE6LuzE,"Rusherking, KHEA, Duki, Maria Becerra, LIT killah, Tiago PZK",Además de Mí - Remix,Fifty One,78,114,3,741943,2021-03-25,2021,03,4
139,spotify:track:6NfrH0ANGmgBXyxgV2PeXt,Bad Bunny,La Difícil,Rimas Entertainment LLC,3,129,56,739374,2021-03-25,2021,03,4
140,spotify:track:7MmrcXVA7A5zZ2CbDuGHNa,Rels B,A Mí,ILoveRibs! / MÉCÈN Ent.,68,140,109,737333,2021-03-25,2021,03,4
141,spotify:track:3gqgSM82j6NMAj4Jllr06T,Valentín Elizalde,Vete Ya,Universal Music Mexico,117,136,34,736722,2021-03-25,2021,03,4
142,spotify:track:72kaj3MRKcGnv2dbukJQRA,Los Dos Carnales,Vida Ventajosa,Afinarte Music,62,134,31,732807,2021-03-25,2021,03,4
143,spotify:track:5ddFjrPG8NgQQ6xlOQIVd2,"C. Tangana, Niño de Elche, La Húngara",Tú Me Dejaste De Querer,Sony Music Entertainment,94,171,19,731615,2021-03-25,2021,03,4
144,spotify:track:5aJ1M43pinROpwaPnO8KRj,Natanael Cano,Amor Tumbado,Rancho Humilde,30,157,62,729017,2021-03-25,2021,03,4
145,spotify:track:5u6lAvdS8mmHHTHQlC3TtN,Justin Morales,Desde Morro,Rancho Humilde,122,144,9,725255,2021-03-25,2021,03,4
146,spotify:track:60ynsPSSKe6O3sfwRnIBRf,Doja Cat,Streets,Kemosabe Records/RCA Records,146,151,5,723999,2021-03-25,2021,03,4
147,spotify:track:2UypFzxfaYgMUnQX2k4qtj,"Pepe Aguilar, Melissa Robles, Ángela Aguilar, La Marisoul",Prometiste,Pepe Aguilar,58,139,184,722881,2021-03-25,2021,03,4
148,spotify:track:3WQilym5Vi4ypxb70vx0eY,Junior H,Mente Positiva,Rancho Humilde / Z Records,122,149,46,721525,2021-03-25,2021,03,4
149,spotify:track:4XKC4nfeXgyd4KQDu8arKL,"Carlos Rivera, Maluma",100 Años,Sony Music Latin,34,128,18,719276,2021-03-25,2021,03,4
150,spotify:track:0jT8Nl0shPS8115is0wD2Q,Camilo,Favorito,Sony Music Latin,2,153,52,714843,2021-03-25,2021,03,4
151,spotify:track:70w1mwTod6NgCNV6e7ZlIQ,"Grupo Firme, Luis Alfonso Partida El Yaki",Cada Vez Te Extraño Más,Music VIP Entertainment Inc,70,141,70,711220,2021-03-25,2021,03,4
152,spotify:track:2kTYr1MEn7lzybRudQpmWx,Cartel De Santa,Vaya Vaya,"Babilonia Music, S.A. De C.V.",42,131,17,710825,2021-03-25,2021,03,4
153,spotify:track:6SnO4yCCYtz2rffMpEAlro,Christian Nodal,Nace Un Borracho,Universal Music Mexico,17,146,28,706189,2021-03-25,2021,03,4
154,spotify:track:6IK6ltyraU1WrC586feemA,Luis R Conriquez,El Buho,Kartel Music,154,169,6,705842,2021-03-25,2021,03,4
155,spotify:track:5jW3rF4URMdK7tO2xjS5EI,Paulo Londra,Tal Vez,WEA Latina,2,160,103,705195,2021-03-25,2021,03,4
156,spotify:track:059bcIhyc2SBwm6sw2AZzd,"Piso 21, Micro TDH",Te Vi,WM Mexico,3,162,119,703722,2021-03-25,2021,03,4
157,spotify:track:4qArKIA7dnmdushoBlkV94,"Adriel Favela, Javier Rosas",La Escuela No Me Gustó,"Gerencia 360 Music, Inc.",54,154,111,703631,2021-03-25,2021,03,4
158,spotify:track:2D9itdl85AQVNpTfrxvUGj,Danna Paola,Mala Fama,Universal Music Mexico,28,159,104,701862,2021-03-25,2021,03,4
159,spotify:track:3D3W7rDsuJIAtjInwh6Moc,"Luis Angel ""El Flaco"", Grupo Firme",Hasta la Miel Amarga (feat. Grupo Firme),LAR Music,137,147,14,700243,2021-03-25,2021,03,4
160,spotify:track:1Utd9DbmWNHWjEuzItBmRX,La Adictiva Banda San José de Mesillas,En Peligro de Extinción,Anval Music,20,158,123,697808,2021-03-25,2021,03,4
161,spotify:track:5vdp5UmvTsnMEMESIF2Ym7,Queen,Another One Bites The Dust - Remastered 2011,EMI,6,164,106,696195,2021-03-25,2021,03,4
162,spotify:track:380HmhwTE2NJgawn1NwkXi,J Balvin,Rojo,UMLE - Latino,3,148,56,695529,2021-03-25,2021,03,4
163,spotify:track:6aommJFM8i3iT4inKuDSXh,Jósean Log,Chachachá,Jósean Log,156,183,45,690796,2021-03-25,2021,03,4
164,spotify:track:3D5uEBD0cAEGZGUo5j9045,La Factoria,Todavia,"UMG Recordings, Inc.",108,178,60,690556,2021-03-25,2021,03,4
165,spotify:track:7BwxbmYFy0l3ROHDjV2c14,Luis Miguel,Culpable O No - Miénteme Como Siempre,WEA Latina,4,163,148,690345,2021-03-25,2021,03,4
166,spotify:track:7LE1K0lZyRFZjSlrnm7lfD,"Jay Wheeler, Myke Towers, Rauw Alejandro, DJ Nelson, Jhay Cortez, Lunay, Kendo Kaponi","La Curiosidad (feat. Dj Nelson, Jhay Cortez, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",Linked Music / Dynamic Records / EMPIRE,116,182,12,690326,2021-03-25,2021,03,4
167,spotify:track:63bmZnBN1CiJ9sA4qTEe8y,Christian Nodal,Adiós Amor,Universal Music Mexico,9,167,222,688942,2021-03-25,2021,03,4
168,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,Kid Ina Korner / Interscope,34,161,213,686161,2021-03-25,2021,03,4
169,spotify:track:4ZplewvZRLFcfBa5uyBbhd,Cardenales De Nuevo León,Belleza De Cantina,Universal Music Mexico,87,166,85,686146,2021-03-25,2021,03,4
170,spotify:track:2JJSGhPpATm8lXeYjD95fw,Bobby Pulido,Desvelado,Capitol Latin,132,150,14,682840,2021-03-25,2021,03,4
171,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Every Breath You Take,Polydor Records,119,177,123,676749,2021-03-25,2021,03,4
172,spotify:track:1diS6nkxMQc3wwC4G1j0bh,Dua Lipa,We're Good,Warner Records,109,180,5,676641,2021-03-25,2021,03,4
173,spotify:track:4msyEItsAavVb5pZYCuz4n,"Camilo, Los Dos Carnales",Tuyo y Mío,Sony Music Latin,152,165,3,676277,2021-03-25,2021,03,4
174,spotify:track:6EHrppRT1Uj4cyShAujxFu,"Papu DJ, L-Gante",L-Gante: RKT SESSIONS #1,PAPU DJ,174,196,2,675837,2021-03-25,2021,03,4
175,spotify:track:2tnVG71enUj33Ic2nFN6kZ,Regard,Ride It,Ministry of Sound Recordings,19,173,75,664360,2021-03-25,2021,03,4
176,spotify:track:4SJHHpKhcuXwDsCsPqshXj,"Rauw Alejandro, Chencho Corleone",El Efecto,"Duars Entertainment, Corp.",11,187,50,661585,2021-03-25,2021,03,4
177,spotify:track:3K6noLeoPTQJ5jUErC8jT5,Calibre 50,Simplemente Gracias,Calibre,46,181,98,660782,2021-03-25,2021,03,4
178,spotify:track:411nmd0QMzty1UjCWSo3rc,"Danna Paola, Sebastian Yatra",No Bailes Sola,Universal Music Mexico,26,170,36,659227,2021-03-25,2021,03,4
179,spotify:track:2Oycxb8QbPkpHTo8ZrmG0B,"Miley Cyrus, Dua Lipa",Prisoner (feat. Dua Lipa),RCA Records Label,84,200,9,656549,2021-03-25,2021,03,4
180,spotify:track:2Q7KYjCv7XaLc0KRGY9m50,Jeeiph,Bonita,Universal Music Latino/UMLE,180,-1,4,654716,2021-03-25,2021,03,4
181,spotify:track:5LPlvbxA6bJQHvUW12Mr22,Christian Nodal,Amor Tóxico,Universal Music Mexico,16,176,43,654629,2021-03-25,2021,03,4
182,spotify:track:5J7teKIJGtqVypgYI6sqXj,"Bad Bunny, Mora",Una Vez,Rimas Entertainment LLC,30,174,40,654113,2021-03-25,2021,03,4
183,spotify:track:4prmUBle7TtAeeUgCnsc3Z,Christian Nodal,Probablemente,Universal Music Mexico,12,186,192,654098,2021-03-25,2021,03,4
184,spotify:track:5Jm4w8jmPEBTLjI9vH4fXo,Ozuna,Caramelo,Aura Music Corp.,4,168,41,645753,2021-03-25,2021,03,4
185,spotify:track:7e8uUH6bOLxpXDm9lARsbI,Calibre 50,Te Volvería A Elegir,UMLE - Disa,139,172,14,639577,2021-03-25,2021,03,4
186,spotify:track:4jOBQxq4Ffd8DDrsN4wPOR,Jhay Cortez,Christian Dior,N&E Entertainment LLC,186,-1,1,639233,2021-03-25,2021,03,4
187,spotify:track:50ZC4PM7hywH27RcCfViau,"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",Elegí (feat. Dímelo Flow),Sony Music Latin,7,179,52,638383,2021-03-25,2021,03,4
188,spotify:track:0zCOT028cU3DeCqN1G18wE,Inspector,Amargo Adiós,Universal Music Mexico,110,192,105,637703,2021-03-25,2021,03,4
189,spotify:track:1QSvHSBcPlSlHhsntszy85,Humbe,Te Conocí en Japón,Sony Music México,116,116,2,633139,2021-03-25,2021,03,4
190,spotify:track:3GSMdtJphymHEsR8K9jT5Q,León Larregui,Locos,Universal Music Mexico,56,189,174,629667,2021-03-25,2021,03,4
191,spotify:track:6jrK6Y8d9tvjAjurI4W99u,Alejandro Fernández,Caballero,UMLE - Latino,40,184,77,629080,2021-03-25,2021,03,4
192,spotify:track:3ZG8N7aWw2meb6UrI5ZmnZ,Sech,Relación,Rich Music,2,185,51,626095,2021-03-25,2021,03,4
193,spotify:track:0wQCKR9OFjYu5Kzrk7WivJ,Alejandro Sanz,Corazón partío,WM Spain,193,-1,1,625975,2021-03-25,2021,03,4
194,spotify:track:4j3iq13kHs5PB94jdTp3Y3,Maluma,ADMV,Sony Music Latin,18,190,48,621975,2021-03-25,2021,03,4
195,spotify:track:1v3lhrZEsOcazqR2QIyyRu,Selena Gomez,De Una Vez,Selena Gomez Latin Project,41,117,10,620225,2021-03-25,2021,03,4
196,spotify:track:7KbF6AdprOXEEHlsq11Z6d,Maluma,11 PM,Sony Music Latin,3,-1,94,620208,2021-03-25,2021,03,4
197,spotify:track:0KkIkfsLEJbrcIhYsCL7L5,"Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin",China,"2020 Real Hasta La Muerte, LLC",1,195,88,620164,2021-03-25,2021,03,4
198,spotify:track:0B5nnPv1ebuo0VFXCMfUij,El Bebeto,Seremos,UMLE - Disa,60,198,136,618058,2021-03-25,2021,03,4
199,spotify:track:1Crj1zkRMpsEjb9NOR6Zof,"Bizarrap, L-Gante","L-Gante: Bzrp Music Sessions, Vol.38",DALE PLAY Records,199,-1,1,617216,2021-03-25,2021,03,4
200,spotify:track:7aHkSmt0l7xTgCaAYvSZ9L,"Nanpa Básico, Gera MX, Charles Ans",Penitencia,Los No Tan Tristes,134,-1,2,616945,2021-03-25,2021,03,4
1,spotify:track:4gzsuuZypVbxs0Af1LSZyB,"Tainy, Bad Bunny, Julieta Venegas",Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Neon16,1,1,4,4388576,2021-10-28,2021,10,4
2,spotify:track:798ahLNEcoFER7Vywg1FMT,Calibre 50,A La Antigüita,"Andaluz Music, LLC",1,2,24,3809182,2021-10-28,2021,10,4
3,spotify:track:2JPLbjOn0wPCngEot2STUS,Bad Bunny,Yonaguni,Rimas Entertainment LLC,2,3,21,3727426,2021-10-28,2021,10,4
4,spotify:track:2B4GHvToeLTOBB4QLzW3Ni,Farruko,Pepas,Sony Music Latin,1,5,14,3454660,2021-10-28,2021,10,4
5,spotify:track:5RwV8BvLfX5injfqYodke9,Rauw Alejandro,Todo De Ti,Sony Music Latin/Duars Entertainment,1,6,23,3453445,2021-10-28,2021,10,4
6,spotify:track:4knc1Fp3kbuq8bH2byOvLu,"Camilo, Evaluna Montaner",Índigo,Sony Music Latin,6,7,2,3124829,2021-10-28,2021,10,4
7,spotify:track:6HIIuuUIEzH1meVdGbMXyf,Grupo Firme,Ya Supérame (En Vivo),Music VIP Entertainment Inc,5,8,11,2990410,2021-10-28,2021,10,4
8,spotify:track:2vmfvSoZBFAt9hhRoEByLi,"Aventura, Bad Bunny",Volví,Rimas Entertainment LLC,3,9,13,2880808,2021-10-28,2021,10,4
9,spotify:track:4H3t8C59tXjKf1R2iKtc5M,Marca MP,Ya Acabo,Marca MP,7,10,31,2833558,2021-10-28,2021,10,4
10,spotify:track:64JzNzcoSZOh3RWeoghVfk,"Matisse, Carin Leon",Como Lo Hice Yo,Sony Music México,9,11,7,2774516,2021-10-28,2021,10,4
11,spotify:track:4HzqWEdAbzcVFDv0pvxV4w,Maluma,Sobrio,Sony Music Latin,7,12,16,2574900,2021-10-28,2021,10,4
12,spotify:track:2MnLkFqY9Rpg9s3Zv6ZJdK,"Gera MX, Christian Nodal",Botella Tras Botella,Virgin Music México,1,13,27,2561118,2021-10-28,2021,10,4
13,spotify:track:0gplL1WMoJ6iYaPgMCL0gX,Adele,Easy On Me,Columbia,4,4,2,2554095,2021-10-28,2021,10,4
14,spotify:track:1xO7tp4J5Wj0NeKrzIpd1V,"Christian Nodal, Banda MS de Sergio Lizárraga",La Sinvergüenza,"Producciones Ladon, S.A de C.V.",5,14,5,2304975,2021-10-28,2021,10,4
15,spotify:track:6D2TCm4nf5nxAcdGJ7w3QP,"J Balvin, Maria Becerra",Qué Más Pues?,"Sueños Globales, LLC",3,15,22,2298498,2021-10-28,2021,10,4
16,spotify:track:3p6eieHX6oEOzJStPtEsLu,Calibre 50,Si Te Pudiera Mentir,Calibre,16,30,66,2297645,2021-10-28,2021,10,4
17,spotify:track:3elpkpwYlmUbuvmVps08lJ,"Santa Fe Klan, Nanpa Básico",Te Ire A Buscar,Rap Trap Records / Alzada Corp,17,33,31,2271822,2021-10-28,2021,10,4
18,spotify:track:46HNZY1i7O6jwTA7Slo2PI,"Coldplay, BTS",My Universe,Parlophone UK,12,16,5,2228280,2021-10-28,2021,10,4
19,spotify:track:3HgvO4B5LLmdPOT2d8cSZd,"LAGOS, Danny Ocean",Mónaco,WM Mexico,12,19,18,2218431,2021-10-28,2021,10,4
20,spotify:track:4gvrJnKCKIPiacNsWVQwEU,"CKay, Dj Yo!, AX'EL",love nwantiti (feat. Dj Yo! & AX'EL) - Remix,WM South Africa,20,26,6,2200825,2021-10-28,2021,10,4
21,spotify:track:4MzXwWMhyBbmu6hOcLVD49,"Bad Bunny, Jhay Cortez",DÁKITI,Rimas Entertainment LLC,1,21,52,2198263,2021-10-28,2021,10,4
22,spotify:track:7E9GeFGfjXw9LAI4ay6rsw,"Grupo Firme, Carin Leon",El Tóxico,Music VIP Entertainment Inc,17,22,52,2160481,2021-10-28,2021,10,4
23,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,7,20,16,2141906,2021-10-28,2021,10,4
24,spotify:track:4bF2y8rR7GUjrd5LNEvej3,Ingratax,París,Room28,7,18,16,2098669,2021-10-28,2021,10,4
25,spotify:track:7rglLriMNBPAyuJOMGwi39,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,23,28,10,2093663,2021-10-28,2021,10,4
26,spotify:track:55mzJ0LftLnef8sxAjrMkU,"Santa Fe Klan, Neto Peña, Yoss Bones",Debo Entender,Rap Trap Records / Alzada Corp,26,29,23,2062837,2021-10-28,2021,10,4
27,spotify:track:0eu4C55hL6x29mmeAjytzC,Oliver Tree,Life Goes On,Atlantic Records,12,17,10,2055351,2021-10-28,2021,10,4
28,spotify:track:0bI7K9Becu2dtXK1Q3cZNB,"Tiësto, KAROL G",Don't Be Shy,Atlantic Records,17,23,11,2050763,2021-10-28,2021,10,4
29,spotify:track:4OwhwvKESFtuu06dTgct7i,"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo - Remix,WEA Latina,10,25,18,2037727,2021-10-28,2021,10,4
30,spotify:track:64ImcY4fJhY243wr20SR3e,"Calibre 50, Santa Fe Klan, Beto Sierra",Cuidando El Territorio,BS Music,15,27,13,2036288,2021-10-28,2021,10,4
31,spotify:track:05bfbizlM5AX6Mf1RRyMho,"Nio Garcia, J Balvin, Bad Bunny",AM Remix,Flow La Movie,3,24,18,1991038,2021-10-28,2021,10,4
32,spotify:track:3pQYf90V5idOGrXzosm9rt,Junior H,Se Amerita,WEA Latina,29,31,15,1938913,2021-10-28,2021,10,4
33,spotify:track:2rCbl9naJYhaxjLsfx88uM,"Sebastian Yatra, Myke Towers",Pareja Del Año,UMLE - Latino,4,32,28,1810771,2021-10-28,2021,10,4
34,spotify:track:0cOa970mzTWAxKtltpkpLc,"TINI, Maria Becerra",Miénteme,Sony Music Latin,20,36,21,1700123,2021-10-28,2021,10,4
35,spotify:track:0akyEssGRVHstqCSWXusJL,Ed Maverick,Fuentes de Ortiz,Universal Music Mexico,21,40,146,1690698,2021-10-28,2021,10,4
36,spotify:track:0giiXonRhODYy4J1iy4Lb3,Rauw Alejandro,Sexo Virtual,Sony Music Latin/Duars Entertainment,29,37,18,1653088,2021-10-28,2021,10,4
37,spotify:track:1q0PYXTbDsirp2l74ng6pn,"J Balvin, Skrillex",In Da Getto,"Sueños Globales, LLC",11,35,17,1623744,2021-10-28,2021,10,4
38,spotify:track:3NqBxTOMCJ3zW9CIP51td4,"Eslabon Armado, DannyLux",Jugaste y Sufrí,DEL Records,33,38,10,1607804,2021-10-28,2021,10,4
39,spotify:track:3PwRuzdphgedcWVUOVYJ7I,Rauw Alejandro,Cúrame,Sony Music Latin/Duars Entertainment,24,39,12,1601538,2021-10-28,2021,10,4
40,spotify:track:7hU3IHwjX150XLoTVmjD0q,LISA,MONEY,YG Entertainment/Interscope Records,36,43,5,1579703,2021-10-28,2021,10,4
41,spotify:track:0G2zPzWqVjR68iNPmx2TBe,"Mora, Bad Bunny, Sech",Volando - Remix,Rimas Entertainment LLC,7,41,16,1578618,2021-10-28,2021,10,4
42,spotify:track:1s59X35jDULAyOGmBuTAnd,"Lenin Ramírez, Grupo Firme",Yo Ya No Vuelvo Contigo - En Vivo,DEL Records,27,42,99,1544772,2021-10-28,2021,10,4
43,spotify:track:2gpWyfu7eZ01zzncHpxOtA,"Swedish House Mafia, The Weeknd",Moth To A Flame (with The Weeknd),Republic Records,43,-1,1,1474201,2021-10-28,2021,10,4
44,spotify:track:4DdnffqoFr9wDRlCACNmGf,"Natanael Cano, Oscar Maydon",Porte Exuberante,WEA Latina,12,44,22,1472623,2021-10-28,2021,10,4
45,spotify:track:6G2xXQRSZlEzYsUEb3uvuR,Ivan Cornejo,Está Dañada,"Manzana Records, Inc.",30,34,4,1466392,2021-10-28,2021,10,4
46,spotify:track:1yoMvmasuxZfqHEipJhRbp,Maluma,Hawái,Sony Music Latin,1,47,65,1443690,2021-10-28,2021,10,4
47,spotify:track:0ldT3gl7aGNzrJyd4b1CA4,"Grupo Firme, Lenin Ramírez",En Tu Perra Vida,Music VIP Entertainment Inc,41,49,22,1443633,2021-10-28,2021,10,4
48,spotify:track:704LUEih663hiE3CnyUrFW,KAROL G,SEJODIOTO,UMLE - Latino,34,48,5,1425406,2021-10-28,2021,10,4
49,spotify:track:2BEcap3xJtmiPaHKyfQi4e,"Rvssian, Rauw Alejandro, Chris Brown",Nostálgico,Sony Music Latin,49,54,6,1409848,2021-10-28,2021,10,4
50,spotify:track:2LJRoFOtMGLnSxJqlJuhge,Gerardo Ortiz,Tranquilito,Sony Music Latin,46,46,10,1392463,2021-10-28,2021,10,4
51,spotify:track:0z5yLgBmAtaylDYrgwzlpH,Leo Rizzi,Amapolas,WM Spain,51,62,12,1381966,2021-10-28,2021,10,4
52,spotify:track:3Wrjm47oTz2sjIgck11l5e,Måneskin,Beggin',RCA Records Label,8,45,19,1374512,2021-10-28,2021,10,4
53,spotify:track:0fea68AdmYNygeTGI4RC18,"J Balvin, Bad Bunny",LA CANCIÓN,Universal Music Latino / Rimas,1,53,122,1349096,2021-10-28,2021,10,4
54,spotify:track:5TMLavqGRKNxgzMBrVpC9R,"zzoilo, Aitana",Mon Amour - Remix,Universal Music Spain S.L.,54,59,4,1346974,2021-10-28,2021,10,4
55,spotify:track:5reQI13tWWYDLMrGcUF4Mk,"Monsieur Periné, Vicente Garcia",Nuestra Canción,Monsieur Perine,52,52,3,1324129,2021-10-28,2021,10,4
56,spotify:track:6w8yBI2vthyN9UnwO4UBWb,"Tiago PZK, LIT killah",Entre Nosotros,WM Chile,18,50,16,1317554,2021-10-28,2021,10,4
57,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,39,51,13,1301543,2021-10-28,2021,10,4
58,spotify:track:3JCaq3KDSROg3TXhdiDa9n,"Jhay Cortez, Anuel AA",Ley Seca,N&E Entertainment LLC,37,58,8,1210169,2021-10-28,2021,10,4
59,spotify:track:2sUknbm8xdLQgH7wb8xcTX,"Lefty Sm, Santa Fe Klan",Por Mi México,Rap Trap Records / Alzada Corp,56,56,22,1208614,2021-10-28,2021,10,4
60,spotify:track:3XjRIN9vEt35lm1iStPcgq,"Santa Fe Klan, Big Soto, Neto Peña",Todo Va a Estar Bien,473 Music,32,60,17,1207480,2021-10-28,2021,10,4
61,spotify:track:6UU24wuWgGwuSBAxDH866Z,"Kidd Keo, Yay",Ma Vie (feat. Yay),WEA Latina,53,57,27,1178962,2021-10-28,2021,10,4
62,spotify:track:2XlGKZNMkRKvEJsbwQ6MCl,"Grupo Firme, Grupo Codiciado",Gracias - En Vivo,Music VIP Entertainment Inc,45,55,30,1173993,2021-10-28,2021,10,4
63,spotify:track:7iqOIHHEmu6Vhw25GgQ2eA,"J Balvin, Sech",Una Nota,"Sueños Globales, LLC",25,80,7,1142847,2021-10-28,2021,10,4
64,spotify:track:2XIc1pqjXV3Cr2BQUGNBck,"Bad Bunny, ROSALÍA",LA NOCHE DE ANOCHE,Rimas Entertainment LLC,3,63,48,1140263,2021-10-28,2021,10,4
65,spotify:track:50pkO56KXHoH53sVPRSbZ3,El Fantasma,El Bélico,Afinarte Music,56,66,16,1132573,2021-10-28,2021,10,4
66,spotify:track:4nbWX2HzrOEnX4xxvYRCyU,"El Fantasma, Los Dos Carnales",Cabrón y Vago - En Vivo,Afinarte Music,17,65,64,1129729,2021-10-28,2021,10,4
67,spotify:track:4r9jkMEnArtWGH2rL2FZl0,Bad Bunny,A Tu Merced,Rimas Entertainment LLC,18,64,87,1126054,2021-10-28,2021,10,4
68,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,2,73,100,1112021,2021-10-28,2021,10,4
69,spotify:track:4HYDUMY0xSpeBr0AMY9cUz,"Jay Wheeler, DJ Nelson, Myke Towers",La Curiosidad,Linked Music / Dynamic Records / EMPIRE,6,69,70,1107652,2021-10-28,2021,10,4
70,spotify:track:6VuUMo1TusnqBxLTnr3hOI,León Larregui,Brillas,EMI México,43,67,253,1106309,2021-10-28,2021,10,4
71,spotify:track:6ifUES3keWjwXgae8pXI3o,Danny Ocean,Me Rehúso,Atlantic Records,1,70,248,1094690,2021-10-28,2021,10,4
72,spotify:track:0tKl8ZVM6xJkhznvJAS3Nq,Junior H,Ella,Rancho Humilde,43,74,93,1089804,2021-10-28,2021,10,4
73,spotify:track:1ahCrpeTt94LL7y1aXw0Y8,"Tokischa, ROSALÍA",Linda,Sony Music Latin,43,61,6,1087247,2021-10-28,2021,10,4
74,spotify:track:3lGMtkONrZdJ8kTCg6KIFf,Natalia Lafourcade,Hasta la Raíz,RCA Records Label,68,105,105,1077431,2021-10-28,2021,10,4
75,spotify:track:16ONd70tvWAaLIc6hcLzaG,Christian Nodal,Aquí Abajo,Universal Music Mexico,6,72,68,1075146,2021-10-28,2021,10,4
76,spotify:track:0aZnyTWJNgdzYoOiaW8HKG,KAROL G,200 COPAS,UMLE - Latino,47,85,15,1069619,2021-10-28,2021,10,4
77,spotify:track:0vtYnEw1eJwW26BrBnOAYJ,Banda MS de Sergio Lizárraga,La Casita,Lizos Music,36,78,41,1068863,2021-10-28,2021,10,4
78,spotify:track:0PwFN7vRvY80Hnkoew2x3f,"Rauw Alejandro, Mr. Naisgai",2/Catorce,Sony Music Latin/Duars Entertainment,6,68,26,1065454,2021-10-28,2021,10,4
